"","Generation","Crosses","Treatment","Exposure","Sample","Sex","Sugar.Weight","Glucose","Trehalose","Glycogen","Fat.Weight","TAG","Fitness"
"428","F3","MnPc","NSD","Maternal",29,"male",2.58,8.46,11.78,12.32,2.44,19.12832976,NA
"429","F3","MnPc","NSD","Maternal",30,"male",2.75,8.62,12.81,15.21,2.82,17.59726195,NA
"430","F3","McPn","NSD","Paternal",1,"male",2.33,6.83,12.29,22.85,2.38,18.28318727,NA
"431","F3","McPn","NSD","Paternal",2,"male",2.46,6.95,6.33,13.71,2.45,29.32438696,NA
"432","F3","McPn","NSD","Paternal",3,"male",2.55,6.97,9.75,12.72,2.57,26.6512232,NA
"433","F3","McPn","NSD","Paternal",4,"male",2.45,5.95,10.36,13.56,2.75,21.59641778,NA
"434","F3","McPn","NSD","Paternal",5,"male",2.52,7.91,9.8,16.19,2.48,20.78243714,NA
"435","F3","McPn","NSD","Paternal",6,"male",2.66,7.83,10.37,9.41,2.49,23.32415077,NA
"436","F3","McPn","NSD","Paternal",7,"male",2.7,4.18,11.19,5.17,2.38,26.87012161,NA
"437","F3","McPn","NSD","Paternal",8,"male",2.64,5.22,8.29,18.92,2.63,8.390775027,NA
"438","F3","McPn","NSD","Paternal",9,"male",2.54,8.19,10.82,27.32,2.42,21.82750632,NA
"439","F3","McPn","NSD","Paternal",10,"male",2.44,7.39,6.49,10.18,2.62,23.98467983,NA
"440","F3","McPn","NSD","Paternal",11,"male",2.95,7.61,8.66,24.74,2.71,23.58595191,NA
"441","F3","McPn","NSD","Paternal",12,"male",2.68,5.87,14.68,22.34,2.51,19.13260962,NA
"442","F3","McPn","NSD","Paternal",13,"male",2.51,7.68,23.69,26.64,2.59,13.54221501,NA
"443","F3","McPn","NSD","Paternal",14,"male",2.52,7.29,16.43,13.7,2.7,12.37151932,NA
"444","F3","McPn","NSD","Paternal",15,"male",2.39,9.3,25.53,18.72,3,44.22793601,NA
"445","F3","McPn","NSD","Paternal",16,"male",2.55,6.49,15.81,15.47,2.36,33.83567758,NA
"446","F3","McPn","NSD","Paternal",17,"male",2.63,7.61,20.19,10.34,2.32,18.93210535,NA
"447","F3","McPn","NSD","Paternal",18,"male",2.82,8.67,17.12,11.33,2.39,32.39639583,NA
"448","F3","McPn","NSD","Paternal",19,"male",2.62,6.16,19.03,10.86,2.73,19.37257426,NA
"449","F3","McPn","NSD","Paternal",20,"male",2.54,6.42,16.6,14.81,2.33,13.06153648,NA
"450","F3","McPn","NSD","Paternal",21,"male",2.71,8,19.64,12.37,2.55,20.0891053,NA
"451","F3","McPn","NSD","Paternal",22,"male",2.47,6.32,16.19,15.25,2.65,30.47846193,NA
"452","F3","McPn","NSD","Paternal",23,"male",2.38,8.81,17.26,17.99,2.53,28.91970413,NA
"453","F3","McPn","NSD","Paternal",24,"male",2.53,7.88,16.97,13.99,2.59,31.25081506,NA
"454","F3","McPn","NSD","Paternal",25,"male",2.52,4.76,11.23,11.18,2.46,25.67710298,NA
"455","F3","McPn","NSD","Paternal",26,"male",2.65,8.5,13.9,11.88,2.53,23.01012811,NA
"456","F3","McPn","NSD","Paternal",27,"male",2.35,9.52,7.07,9.96,2.35,45.18172156,NA
"457","F3","McPn","NSD","Paternal",28,"male",2.55,5.41,16.32,12.13,2.48,40.50370973,NA
"458","F3","McPn","NSD","Paternal",29,"male",2.45,5.68,12.33,8.12,2.62,24.09930576,NA
"459","F3","McPn","NSD","Paternal",30,"male",2.36,5.77,10.1,5.86,2.66,44.1744144,NA
"460","F3","MnPn","NSD","Both",1,"male",2.55,12.83,6.88,1.68,2.51,20.5131405,NA
"461","F3","MnPn","NSD","Both",2,"male",2.74,6.9,10.42,9.78,2.52,34.83971391,NA
"462","F3","MnPn","NSD","Both",3,"male",2.66,8.3,9.41,13.73,2.48,25.32813948,NA
"463","F3","MnPn","NSD","Both",4,"male",2.6,5.41,15.11,9.7,2.47,17.69049575,NA
"464","F3","MnPn","NSD","Both",5,"male",2.48,7.1,10.67,12.27,2.43,18.12007828,NA
"465","F3","MnPn","NSD","Both",6,"male",2.52,5.36,8.49,16.62,2.57,18.98343959,NA
"466","F3","MnPn","NSD","Both",7,"male",2.55,7.89,10.37,15.76,2.42,28.97806145,NA
"467","F3","MnPn","NSD","Both",8,"male",2.37,5.82,7.67,12.65,2.4,29.75906488,NA
"468","F3","MnPn","NSD","Both",9,"male",2.64,6.46,11.79,14.73,2.58,25.78755832,NA
"469","F3","MnPn","NSD","Both",10,"male",2.72,5.46,9.3,6.63,2.32,27.68092579,NA
"470","F3","MnPn","NSD","Both",11,"male",2.34,7.36,8.92,13.7,2.51,33.54913245,NA
"471","F3","MnPn","NSD","Both",12,"male",2.6,7.48,10.54,14.72,2.66,19.41728597,NA
"472","F3","MnPn","NSD","Both",13,"male",2.75,6.95,19.91,21.64,2.93,35.09014317,NA
"473","F3","MnPn","NSD","Both",14,"male",2.54,7.98,17.88,11.61,2.58,30.22924985,NA
"474","F3","MnPn","NSD","Both",15,"male",2.51,8.09,23.22,9.91,2.58,15.65753032,NA
"475","F3","MnPn","NSD","Both",16,"male",2.74,5.76,17.14,14.07,2.16,26.12396398,NA
"476","F3","MnPn","NSD","Both",17,"male",2.33,8.2,19.29,7.75,2.47,21.26157561,NA
"477","F3","MnPn","NSD","Both",18,"male",2.61,7.74,16.09,10.36,2.61,33.46030106,NA
"478","F3","MnPn","NSD","Both",19,"male",2.42,7.44,19.64,16.06,2.51,37.88906892,NA
"479","F3","MnPn","NSD","Both",20,"male",2.63,7.18,22.25,17.24,2.34,87.23852439,NA
"480","F3","MnPn","NSD","Both",21,"male",2.56,7.38,22.92,19.9,2.33,11.22248637,NA
"481","F3","MnPn","NSD","Both",22,"male",2.5,6.78,33.74,25.83,2.38,24.73660431,NA
"482","F3","MnPn","NSD","Both",23,"male",2.74,8.26,20.11,21.47,2.28,10.90479409,NA
"483","F3","MnPn","NSD","Both",24,"male",2.51,7.1,14.95,16.32,2.45,14.53084052,NA
"484","F3","MnPn","NSD","Both",25,"male",2.35,6.01,9.38,6.1,2.55,17.58376873,NA
"485","F3","MnPn","NSD","Both",26,"male",2.63,6.09,15.62,17.89,2.45,11.77942653,NA
"486","F3","MnPn","NSD","Both",27,"male",2.47,7.88,9.8,8.78,2.49,14.92478229,NA
"487","F3","MnPn","NSD","Both",28,"male",2.55,7.76,10.23,7.15,2.42,20.63562544,NA
"488","F3","MnPn","NSD","Both",29,"male",2.4,7.97,11.94,13.02,2.51,21.56580026,NA
"489","F3","MnPn","NSD","Both",30,"male",2.51,7.44,13.27,12.67,2.53,16.08546324,NA
"490","F3","McPc","CD","Both",1,"male",2.13,6.71,15.77,9.08,2.57,30.50461377,NA
"491","F3","McPc","CD","Both",2,"male",2.45,6.24,12.23,16.22,2.68,28.89314689,NA
"492","F3","McPc","CD","Both",3,"male",2.46,5.68,13.21,13.72,2.43,16.62830378,NA
"493","F3","McPc","CD","Both",4,"male",2.53,5.13,11.52,22.08,2.89,25.78687884,NA
"494","F3","McPc","CD","Both",5,"male",2.55,5.54,12.28,18.4,2.47,22.38792259,NA
"495","F3","McPc","CD","Both",6,"male",2.44,6.24,10.2,24.39,2.54,34.81228732,NA
"496","F3","McPc","CD","Both",7,"male",2.51,6.73,11.15,12.34,2.62,30.84557537,NA
"497","F3","McPc","CD","Both",8,"male",2.5,5.49,11.36,14.68,2.5,37.11495974,NA
"498","F3","McPc","CD","Both",9,"male",2.43,7.22,8.9,16.77,2.59,33.67076561,NA
"499","F3","McPc","CD","Both",10,"male",2.49,7.6,13.4,15.06,2.53,29.49617523,NA
"500","F3","McPc","CD","Both",11,"male",2.56,6.5,14.34,14.9,2.56,17.18381353,NA
"501","F3","McPc","CD","Both",12,"male",2.33,7.49,22.87,11.99,2.78,25.2060346,NA
"502","F3","McPc","CD","Both",13,"male",2.25,7.58,13.84,8.42,2.62,25.81959382,NA
"503","F3","McPc","CD","Both",14,"male",2.71,7.79,13.04,9.94,2.49,18.92423953,NA
"504","F3","McPc","CD","Both",15,"male",2.59,8.04,31.28,15.62,2.57,16.09182112,NA
"505","F3","McPc","CD","Both",16,"male",2.42,7.58,14.99,15.67,2.54,29.386311,NA
"506","F3","McPc","CD","Both",17,"male",2.65,7.75,17.66,23.01,2.65,20.70730417,NA
"507","F3","McPc","CD","Both",18,"male",2.59,6.63,15.28,26.76,2.64,30.41562783,NA
"508","F3","McPc","CD","Both",19,"male",2.57,7.75,12.98,13.66,2.57,20.37141158,NA
"509","F3","McPc","CD","Both",20,"male",2.38,7.29,9.28,18.43,2.5,14.78383143,NA
"510","F3","McPc","CD","Both",21,"male",2.4,6.82,14.47,10.66,2.57,19.84783202,NA
"511","F3","McPc","CD","Both",22,"male",2.41,7.19,11.65,13.82,2.48,31.33181323,NA
"512","F3","McPc","CD","Both",23,"male",2.35,6.36,9.08,11.26,2.43,18.81480216,NA
"513","F3","McPc","CD","Both",24,"male",2.52,7.48,16.98,10.22,2.59,12.25849501,NA
"514","F3","McPc","CD","Both",25,"male",2.51,8.2,15.77,8.75,2.39,16.28100588,NA
"515","F3","McPc","CD","Both",26,"male",2.6,7.14,12.23,4.76,2.8,24.47606414,NA
"516","F3","McPc","CD","Both",27,"male",2.46,5.4,13.21,17.49,2.46,18.0380475,NA
"517","F3","McPc","CD","Both",28,"male",2.44,6.51,11.52,16.35,2.31,6.663331712,NA
"518","F3","McPc","CD","Both",29,"male",2.58,7.45,12.28,9.53,2.58,24.45463337,NA
"519","F3","McPc","CD","Both",30,"male",2.68,9.66,10.2,19.33,2.51,13.99946143,NA
"520","F3","MnPc","NSD","Maternal",1,"female",4.02,10.58,19.95,38.42,3.56,43.86518584,426
"521","F3","MnPc","NSD","Maternal",2,"female",3.51,11.68,17.06,38.42,3.66,40.00601285,235
"522","F3","MnPc","NSD","Maternal",3,"female",3.83,11.57,14.63,25.99,3.77,60.32869777,243
"523","F3","MnPc","NSD","Maternal",4,"female",3.63,10.88,12.29,20.35,3.77,54.51778799,445
"524","F3","MnPc","NSD","Maternal",5,"female",3.73,12.94,17.61,22.56,3.6,39.89998516,281
"525","F3","MnPc","NSD","Maternal",6,"female",3.93,13.04,15.13,33.25,3.63,37.67077273,235
"526","F3","MnPc","NSD","Maternal",7,"female",4.2,13.9,14.81,30.2,3.58,42.78642427,597
"527","F3","MnPc","NSD","Maternal",8,"female",3.38,8.7,14.57,21.82,3.56,38.34433123,106
"528","F3","MnPc","NSD","Maternal",9,"female",3.3,9.95,18.94,26.98,3.43,18.97581492,353
"529","F3","MnPc","NSD","Maternal",10,"female",3.91,12.05,16.9,32.09,3.68,28.53543448,235
"530","F3","MnPc","NSD","Maternal",11,"female",3.3,14.87,17.94,24.09,3.67,18.9088526,174
"531","F3","MnPc","NSD","Maternal",12,"female",3.67,12.29,14.02,20.57,3.48,13.49319212,571
"532","F3","MnPc","NSD","Maternal",13,"female",3.65,8.64,14.18,24.74,3.69,35.73803639,300
"533","F3","MnPc","NSD","Maternal",14,"female",4.15,9.14,12.19,20.62,3.68,38.47070041,207
"534","F3","MnPc","NSD","Maternal",15,"female",3.89,12.67,14.92,28.14,3.69,24.79382763,325
"535","F3","MnPc","NSD","Maternal",16,"female",4.17,11.93,15.16,38.1,3.66,22.4872024,341
"536","F3","MnPc","NSD","Maternal",17,"female",3.7,10.71,9.67,24.3,3.82,31.62290472,268
"537","F3","MnPc","NSD","Maternal",18,"female",3.83,10.14,12.29,21.35,3.34,22.18460042,280
"538","F3","MnPc","NSD","Maternal",19,"female",3.7,11.87,13.13,23.61,3.46,26.29082305,165
"539","F3","MnPc","NSD","Maternal",20,"female",4.01,10,9.76,23.7,3.47,22.35957476,212
"540","F3","MnPc","NSD","Maternal",21,"female",3.44,7.84,7.6,16.92,3.64,37.05796522,521
"541","F3","MnPc","NSD","Maternal",22,"female",3.65,8.39,12.71,26.85,3.45,23.04332462,237
"542","F3","MnPc","NSD","Maternal",23,"female",3.95,11.49,14.65,25.72,3.68,30.15994262,172
"543","F3","MnPc","NSD","Maternal",24,"female",3.45,9.92,15.01,26.72,3.47,18.9464903,334
"544","F3","MnPc","NSD","Maternal",25,"female",3.83,10.38,20,17.69,3.55,19.51886465,222
"545","F3","MnPc","NSD","Maternal",26,"female",3.57,10.64,17.41,31.16,3.86,31.07778872,NA
"546","F3","MnPc","NSD","Maternal",27,"female",3.55,10.38,11.85,24.79,3.77,20.53639171,NA
"547","F3","MnPc","NSD","Maternal",28,"female",3.61,12.72,19.34,31.95,3.52,32.14329203,NA
"548","F3","MnPc","NSD","Maternal",29,"female",3.81,10.55,22.41,21.75,3.72,17.66428987,NA
"549","F3","MnPc","NSD","Maternal",30,"female",3.76,11.15,14.34,18.42,3.79,40.64085438,NA
"550","F3","McPn","NSD","Paternal",1,"female",3.73,12.13,16.9,33.9,3.79,52.96881186,256
"551","F3","McPn","NSD","Paternal",2,"female",3.75,10.03,14.63,47.48,3.74,38.48532835,517
"552","F3","McPn","NSD","Paternal",3,"female",3.54,11.05,14.72,29.84,3.81,50.19413139,289
"553","F3","McPn","NSD","Paternal",4,"female",3.74,12.18,17.64,33.92,3.71,31.91053588,252
"554","F3","McPn","NSD","Paternal",5,"female",3.58,9.98,14.14,18.61,3.52,29.56720138,206
"555","F3","McPn","NSD","Paternal",6,"female",3.55,13.81,28,29.14,3.41,28.15996903,194
"556","F3","McPn","NSD","Paternal",7,"female",4.07,14.11,26.64,36.43,3.65,38.38479541,414
"557","F3","McPn","NSD","Paternal",8,"female",3.88,10.38,14.27,34.45,3.64,42.54375295,442
"558","F3","McPn","NSD","Paternal",9,"female",3.81,14.3,14.47,20.08,3.72,50.4123258,250
"559","F3","McPn","NSD","Paternal",10,"female",3.78,11.47,20.25,22.09,3.53,52.08203595,379
"560","F3","McPn","NSD","Paternal",11,"female",4.06,13.54,20.49,31.29,3.3,36.29850363,278
"561","F3","McPn","NSD","Paternal",12,"female",3.78,10,10.14,26.27,3.67,46.64475129,403
"562","F3","McPn","NSD","Paternal",13,"female",3.97,8.61,16.36,23.63,4.06,39.82549538,271
"563","F3","McPn","NSD","Paternal",14,"female",4.27,8.73,18.94,42.55,3.65,38.63275201,348
"564","F3","McPn","NSD","Paternal",15,"female",3.83,10.78,13.62,34.52,3.6,37.97560192,182
"565","F3","McPn","NSD","Paternal",16,"female",3.84,8.03,11.25,20.08,3.35,40.62276958,737
"566","F3","McPn","NSD","Paternal",17,"female",3.75,11.57,13.23,25.97,3.02,31.96600594,321
"567","F3","McPn","NSD","Paternal",18,"female",4.23,9.29,10.45,14.39,3.38,26.50308679,250
"568","F3","McPn","NSD","Paternal",19,"female",3.48,9.57,14.54,24.83,3.79,49.95350215,375
"569","F3","McPn","NSD","Paternal",20,"female",3.94,10.54,19.49,44.98,3.67,43.44106833,110
"570","F3","McPn","NSD","Paternal",21,"female",3.67,8.92,8.24,21.56,3.51,37.24861225,285
"571","F3","McPn","NSD","Paternal",22,"female",3.79,9.88,13.99,20.4,3.55,27.92786837,222
"572","F3","McPn","NSD","Paternal",23,"female",3.69,11.17,17.68,34,3.25,21.2955516,206
"573","F3","McPn","NSD","Paternal",24,"female",3.76,8.05,14.87,28.98,3.69,41.72722888,518
"574","F3","McPn","NSD","Paternal",25,"female",3.96,7.57,23.95,14.4,3.07,12.65965164,250
"575","F3","McPn","NSD","Paternal",26,"female",3.46,9.19,25.17,17.92,3.54,19.00990252,NA
"576","F3","McPn","NSD","Paternal",27,"female",3.82,7.72,21.38,15.97,3.37,26.33012795,NA
"577","F3","McPn","NSD","Paternal",28,"female",3.54,8.05,12.91,15.8,3.4,15.46328918,NA
"578","F3","McPn","NSD","Paternal",29,"female",3.69,7.56,18.3,15.17,3.63,35.46892896,NA
"579","F3","McPn","NSD","Paternal",30,"female",3.44,9.33,16.8,15.52,3.17,50.73132361,NA
"580","F3","MnPn","NSD","Both",1,"female",3.84,8.92,12.37,22.08,3.58,6.885796022,127
"581","F3","MnPn","NSD","Both",2,"female",3.83,7.93,12.5,15.36,3.6,14.57866277,302
"582","F3","MnPn","NSD","Both",3,"female",3.66,11.2,15.62,32.86,3.76,37.37992809,410
"583","F3","MnPn","NSD","Both",4,"female",3.56,8.86,16.81,26.18,3.42,33.26075472,195
"584","F3","MnPn","NSD","Both",5,"female",3.84,13.65,25.71,19.47,3.57,15.72553919,391
"585","F3","MnPn","NSD","Both",6,"female",3.83,12.78,40.96,28.11,4.27,14.75625458,268
"586","F3","MnPn","NSD","Both",7,"female",3.79,13.59,17.47,36.01,3.75,32.81929416,308
"587","F3","MnPn","NSD","Both",8,"female",3.87,11.51,14.27,19.61,3.02,15.05440506,172
"588","F3","MnPn","NSD","Both",9,"female",3.99,13.25,17.75,30,3.28,37.60465754,199
"589","F3","MnPn","NSD","Both",10,"female",3.69,8.59,13.49,11.69,3.36,22.11518548,606
"590","F3","MnPn","NSD","Both",11,"female",3.53,9.19,7.11,12.23,3.51,30.46546991,434
"591","F3","MnPn","NSD","Both",12,"female",3.61,12.87,14.08,31.29,3.52,37.99939232,237
"592","F3","MnPn","NSD","Both",13,"female",3.59,10.61,15.14,22.75,3.4,37.55006077,206
"593","F3","MnPn","NSD","Both",14,"female",3.7,9.85,16.62,19.56,3.67,47.01224852,197
"594","F3","MnPn","NSD","Both",15,"female",3.69,6.42,7.42,12.87,3.5,58.26898774,187
"595","F3","MnPn","NSD","Both",16,"female",3.71,10.69,22.09,35.59,3.59,49.10737735,222
"596","F3","MnPn","NSD","Both",17,"female",3.66,11.15,20,27.49,3.58,45.30853738,758
"597","F3","MnPn","NSD","Both",18,"female",3.34,7.94,11.71,5.28,3.75,45.38755576,270
"598","F3","MnPn","NSD","Both",19,"female",3.36,10.18,19.29,28.06,3.67,37.97661367,418
"599","F3","MnPn","NSD","Both",20,"female",3.87,10.76,22.09,38.46,3.7,36.8196845,220
"600","F3","MnPn","NSD","Both",21,"female",3.63,8.86,13.67,14.59,3.66,46.47453399,284
"601","F3","MnPn","NSD","Both",22,"female",3.7,8.41,14.94,21.11,3.45,55.8411886,210
"602","F3","MnPn","NSD","Both",23,"female",3.65,11.07,17.06,23.13,3.73,44.50395277,295
"603","F3","MnPn","NSD","Both",24,"female",3.91,9.85,14.68,28.5,3.51,56.35789301,183
"604","F3","MnPn","NSD","Both",25,"female",3.54,6.91,14.71,7.91,3.71,56.05602615,256
"605","F3","MnPn","NSD","Both",26,"female",3.35,9.37,18.85,13.8,3.64,17.50304531,NA
"606","F3","MnPn","NSD","Both",27,"female",3.14,9.3,17.93,23.27,3.5,31.75835461,NA
"607","F3","MnPn","NSD","Both",28,"female",3.51,8.5,16.2,5.81,3.74,20.35500573,NA
"608","F3","MnPn","NSD","Both",29,"female",3.67,7.14,9.81,11.33,3.71,28.26791376,NA
"609","F3","MnPn","NSD","Both",30,"female",3.61,10.33,18.52,8.31,3.43,15.24459335,NA
"610","F3","McPc","CD","Both",1,"female",3.72,10.55,13.68,23.14,3.34,32.41773611,484
"611","F3","McPc","CD","Both",2,"female",2.88,7.45,20.3,16.07,3.68,40.59876273,234
"612","F3","McPc","CD","Both",3,"female",4.24,9.79,15.56,19.17,3.37,41.65997212,203
"613","F3","McPc","CD","Both",4,"female",3.71,10.62,19.51,16.05,3.83,32.45093224,246
"614","F3","McPc","CD","Both",5,"female",3.46,11.78,19.77,28.15,3.67,40.59097497,293
"615","F3","McPc","CD","Both",6,"female",3.87,14.03,17.6,40.29,3.51,33.51455605,239
"616","F3","McPc","CD","Both",7,"female",3.33,14.5,29.93,42.4,3.67,30.17900157,288
"617","F3","McPc","CD","Both",8,"female",3.5,11.37,17.37,22.04,3.95,59.66306967,381
"618","F3","McPc","CD","Both",9,"female",2.7,11.52,17.21,24.06,3.84,34.37280518,404
"619","F3","McPc","CD","Both",10,"female",4,10.68,20.29,25.18,3.75,32.47043515,196
"620","F3","McPc","CD","Both",11,"female",3.69,11.4,11.95,26.77,3.72,28.48715646,211
"621","F3","McPc","CD","Both",12,"female",3.83,11.46,12.48,19.19,3.49,24.79924152,171
"622","F3","McPc","CD","Both",13,"female",3.82,11.89,11.65,28.41,3.59,30.58234369,193
"623","F3","McPc","CD","Both",14,"female",3.99,13.12,19.43,42.25,3.8,29.98305711,225
"624","F3","McPc","CD","Both",15,"female",3.6,9.86,14.8,20.73,3.76,37.48760637,350
"625","F3","McPc","CD","Both",16,"female",3.68,10.63,15.66,31.19,3.38,30.57021456,652
"626","F3","McPc","CD","Both",17,"female",3.66,10.75,18.31,38.79,3.66,39.27501756,402
"627","F3","McPc","CD","Both",18,"female",3.65,9.41,19.13,10.47,3.68,41.1570401,371
"628","F3","McPc","CD","Both",19,"female",3.72,13.48,16.77,32.26,3.53,32.06504167,454
"629","F3","McPc","CD","Both",20,"female",3.95,8.38,9.05,17.11,3.82,42.0212369,237
"630","F3","McPc","CD","Both",21,"female",3.82,13.35,13.18,40.34,4.1,51.78471618,438
"631","F3","McPc","CD","Both",22,"female",3.68,10.52,18.55,43.77,3.51,43.63153879,462
"632","F3","McPc","CD","Both",23,"female",3.68,10.04,12.05,29.26,3.46,43.85295173,330
"633","F3","McPc","CD","Both",24,"female",3.77,12.6,12.41,52.97,3.22,23.53602285,385
"634","F3","McPc","CD","Both",25,"female",3.76,10.55,18.73,24.35,3.49,32.63865573,328
"635","F3","McPc","CD","Both",26,"female",3.72,8.68,15.78,21.08,3.93,42.62151904,NA
"636","F3","McPc","CD","Both",27,"female",3.84,10.26,20.1,32.12,3.64,32.86397753,NA
"637","F3","McPc","CD","Both",28,"female",3.86,8.67,17.48,16.32,4.04,39.04071841,NA
"638","F3","McPc","CD","Both",29,"female",3.43,8.48,13.73,11.13,3.63,26.88733127,NA
"639","F3","McPc","CD","Both",30,"female",3.48,9.28,14.89,16.8,3.1,36.32356226,NA
